Order_ID,Order_Date,Customer_ID,Customer_Email,Product_ID,Product_Name,Category,Region,Sales_Channel,Sales_Representative,Quantity,Unit_Price,Unit_Cost,Discount_Rate,Payment_Method,Order_Status
ORD-10007,2025-05-23,C1021,client95@example.com,P1007,Office Chair,Furniture,South,Online,Elena Stan,8,840.0,590.0,0.2,Card,Completed
ORD-10013,2025-05-09,C1093,client30@example.com,P1009,Webcam,Electronics,West,Store,Elena Stan,9,230.0,132.0,0,Card,Cancelled
ORD-10026,2025-05-02,C1062,client55@example.com,P1002,Wireless Mouse,Accessories,East,Online,Maria Ionescu,3,85.0,44.0,0.1,Online Wallet,Completed
ORD-10032,2025-05-16,C1083,client77@example.com,P1004,USB-C Hub,Accessories,East,Store,Andrei Pop,7,175.0,98.0,0,Card,Cancelled
ORD-10034,2025-05-06,C1057,client140@example.com,P1002,Wireless Mouse,Accessories,South,Marketplace,Ioana Pavel,6,85.0,44.0,0.05,Card,Completed
ORD-10036,2025-05-25,C1044,client53@example.com,P1005,24-inch Monitor,Electronics,South,Marketplace,Mihai Radu,10,720.0,510.0,0,Cash,Cancelled
ORD-10052,2025-05-01,C1104,client51@example.com,P1002,Wireless Mouse,Accessories,North,Online,Andrei Pop,11,85.0,44.0,0.05,Bank Transfer,Completed
ORD-10054,2025-05-05,C1001,client28@example.com,P1007,Office Chair,Furniture,East,Online,Maria Ionescu,3,840.0,590.0,0.2,Online Wallet,Cancelled
ORD-10057,2025-05-07,C1063,client161@example.com,P1005,24-inch Monitor,Electronics,North,Store,Mihai Radu,11,720.0,510.0,0.05,Card,Returned
ORD-10058,2025-05-01,C1115,client139@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Online,Maria Ionescu,5,720.0,510.0,0.05,Bank Transfer,Completed
ORD-10078,2025-05-09,C1025,client81@example.com,P1005,24-inch Monitor,Electronics,Bucharest,Marketplace,Ioana Pavel,4,720.0,510.0,0,Bank Transfer,Cancelled
ORD-10084,2025-05-08,C1078,client153@example.com,P1002,Wireless Mouse,Accessories,West,Online,Ioana Pavel,2,85.0,44.0,0.15,Online Wallet,Completed
ORD-10101,2025-05-22,C1035,client1@example.com,P1002,Wireless Mouse,Accessories,South,Marketplace,Elena Stan,7,85.0,44.0,0.05,Online Wallet,Returned
ORD-10106,2025-05-16,C1051,client167@example.com,P1008,Standing Desk,Furniture,Bucharest,Store,Ioana Pavel,6,1450.0,1030.0,0.15,Online Wallet,Cancelled
ORD-10139,2025-05-23,C1109,client144@example.com,P1002,Wireless Mouse,Accessories,West,Marketplace,Ioana Pavel,10,85.0,44.0,0,Card,Completed
ORD-10168,2025-05-03,C1048,client174@example.com,P1009,Webcam,Electronics,West,Store,Mihai Radu,5,230.0,132.0,0.1,Cash,Pending
ORD-10175,2025-05-28,C1007,client62@example.com,P1002,Wireless Mouse,Accessories,East,Marketplace,Ioana Pavel,4,85.0,44.0,0.05,Online Wallet,Completed
ORD-10179,2025-05-10,C1101,client18@example.com,P1006,27-inch Monitor,Electronics,South,Online,Andrei Pop,12,1090.0,790.0,0,Cash,Completed
ORD-10192,2025-05-27,C1016,client35@example.com,P1010,Headset,Electronics,Bucharest,Store,Maria Ionescu,12,195.0,105.0,0.1,Online Wallet,Completed
ORD-10195,2025-05-02,C1071,client147@example.com,P1003,Mechanical Keyboard,Accessories,South,Store,Ioana Pavel,8,265.0,155.0,0,Bank Transfer,Completed
ORD-10205,2025-05-04,C1058,client64@example.com,P1006,27-inch Monitor,Electronics,North,Online,Andrei Pop,8,1090.0,790.0,0,Cash,Completed
ORD-10211,2025-05-24,C1016,client33@example.com,P1009,Webcam,Electronics,Bucharest,Store,Elena Stan,10,230.0,132.0,0.2,Cash,Returned
ORD-10227,2025-05-28,C1008,client23@example.com,P1004,USB-C Hub,Accessories,West,Online,Ioana Pavel,6,175.0,98.0,0.05,Card,Cancelled
ORD-10257,2025-05-03,C1049,client120@example.com,P1007,Office Chair,Furniture,West,Marketplace,Elena Stan,9,840.0,590.0,0.05,Cash,Completed
ORD-10268,2025-05-05,C1088,client21@example.com,P1010,Headset,Electronics,Bucharest,Online,Mihai Radu,12,195.0,105.0,0,Online Wallet,Completed
ORD-10281,2025-05-18,C1019,customer@,P1003,Mechanical Keyboard,Accessories,North,Store,Elena Stan,5,265.0,155.0,0.05,Online Wallet,Completed
ORD-10286,2025-05-24,C1120,client145@example.com,P1007,Office Chair,Furniture,North,Marketplace,Ioana Pavel,7,840.0,590.0,0.05,Bank Transfer,Completed
ORD-10292,2025-05-13,C1067,client143@example.com,P1002,Wireless Mouse,Accessories,West,Marketplace,Ioana Pavel,4,85.0,44.0,0.15,Bank Transfer,Cancelled
